343, 0, 1, 13083.783203
115, 1, 0, 4201.668945
226, 1, 0, 9139.945312
181, 0, 0, 7124.445312
50, 1, 0, 1920.413696
166, 1, 0, 7597.062012
52, 0, 0, 1842.648804
8, 1, 0, 301.525940
62, 0, 1, 2332.879883
283, 1, 0, 10651.828125
329, 1, 0, 12897.008789
138, 1, 0, 5197.314453
73, 1, 0, 2739.401611
322, 0, 1, 11219.828125
261, 0, 0, 9685.127930
337, 1, 0, 12202.958984
155, 0, 0, 5782.552246
46, 1, 0, 1567.113037
116, 0, 0, 4520.471680
50, 1, 0, 1666.547119
105, 0, 1, 4209.269531
87, 0, 1, 2932.816650
286, 1, 0, 10702.669922
137, 1, 0, 4610.009766
342, 1, 0, 11755.398438
87, 1, 0, 2921.018555
123, 0, 0, 4546.882812
168, 0, 0, 5757.795898
68, 0, 0, 2869.505127
11, 0, 1, 408.546967
132, 0, 0, 4856.974121
288, 1, 0, 10696.339844
106, 1, 0, 3997.177002
299, 1, 0, 11887.125977
74, 1, 0, 2770.224365
201, 0, 1, 7355.234375
357, 1, 0, 14053.682617
236, 1, 0, 8647.130859
206, 0, 0, 7160.645508
329, 1, 0, 12183.926758
40, 1, 0, 1494.988281
157, 0, 1, 5883.126465
201, 0, 0, 7131.209961
247, 0, 0, 9170.754883
257, 0, 0, 9921.977539
5, 1, 0, 172.278351
59, 0, 0, 1979.908813
111, 0, 0, 4264.897461
183, 1, 0, 6841.191406
288, 1, 0, 10036.561523
220, 1, 0, 7784.305664
83, 1, 0, 3065.717041
326, 1, 0, 14067.418945
155, 0, 0, 5641.152832
44, 1, 0, 1651.282593
230, 1, 0, 8622.695312
314, 1, 0, 11675.323242
34, 1, 0, 1339.926880
303, 0, 0, 11159.177734
85, 0, 0, 2797.987305
112, 0, 0, 4151.766602
28, 0, 0, 1049.268433
354, 0, 0, 13116.463867
115, 0, 0, 4370.887695
75, 0, 0, 2988.107666
308, 0, 0, 11151.129883
168, 0, 0, 6847.932617
244, 0, 0, 8653.223633
53, 1, 0, 1898.141479
160, 0, 0, 6388.792969
48, 0, 0, 1804.543579
117, 0, 1, 4315.221191
164, 0, 0, 6073.316895
263, 1, 0, 9582.651367
172, 1, 0, 6521.894043
150, 0, 0, 5130.352051
74, 1, 0, 2709.465332
2, 0, 1, 73.103432
277, 1, 0, 10154.446289
4, 1, 0, 155.490662
62, 0, 0, 2276.539551
183, 0, 1, 6719.613281
220, 0, 0, 7880.561523
10, 1, 0, 364.230652
301, 0, 1, 10523.598633
185, 0, 0, 6525.653809
124, 0, 0, 4745.376953
305, 0, 0, 11289.918945
42, 0, 0, 1563.828491
357, 0, 0, 15938.351562
0, 0, 0, 8.190801
59, 1, 0, 2188.468750
308, 0, 0, 13623.934570
251, 0, 0, 8290.934570
133, 1, 0, 4484.342285
3, 1, 0, 103.568764
299, 0, 1, 9990.262695
213, 1, 0, 7964.400879
350, 0, 0, 12850.632812
146, 1, 0, 4812.444336
250, 0, 0, 8368.006836
222, 0, 0, 8138.679688
285, 0, 1, 10533.016602
138, 1, 0, 5193.047852
148, 1, 0, 5461.698242
129, 0, 0, 4716.059082
102, 1, 0, 3734.899414
141, 0, 0, 5017.772461
121, 0, 0, 4170.284180
319, 0, 0, 11621.612305
19, 0, 0, 685.854126
107, 0, 0, 4086.154297
47, 1, 0, 1611.822754
58, 0, 0, 2150.339111
22, 1, 0, 897.147705
241, 1, 0, 9696.009766
52, 0, 0, 1748.138550
170, 1, 0, 6226.137695
182, 0, 0, 6728.280273
2, 1, 0, 77.853317
218, 0, 0, 7447.819824
110, 1, 0, 4033.074219
99, 1, 0, 3633.695557
235, 0, 0, 8799.426758
179, 1, 0, 6605.086426
296, 1, 0, 11109.333984
100, 0, 0, 3503.564453
124, 1, 0, 4525.332031
221, 0, 0, 8248.242188
253, 0, 0, 9162.616211
6, 0, 0, 252.246002
322, 1, 0, 13242.822266
344, 1, 0, 11590.903320
228, 1, 0, 8369.888672
112, 0, 0, 3823.350342
18, 0, 0, 651.342590
73, 0, 0, 2458.526611
253, 1, 0, 8763.748047
210, 1, 0, 7691.136230
66, 0, 0, 2150.984375
140, 0, 1, 5099.847168
197, 1, 0, 7202.843750
343, 0, 0, 11272.440430
137, 0, 0, 5475.465332
126, 0, 0, 4620.144531
76, 0, 0, 2812.980469
357, 0, 0, 13367.683594
300, 1, 0, 10949.782227
180, 0, 0, 6562.318359
307, 0, 0, 10945.990234
196, 0, 0, 6660.722168
297, 1, 0, 11394.683594
359, 1, 0, 13116.038086
123, 0, 0, 4117.994629
287, 0, 0, 11186.820312
311, 1, 0, 10586.429688
259, 1, 0, 8515.761719
207, 0, 0, 7476.852539
49, 0, 0, 1777.551270
109, 0, 1, 4125.634277
177, 1, 0, 6339.528320
131, 1, 0, 4289.453613
167, 1, 0, 6053.406738
35, 1, 0, 1210.553345
69, 1, 0, 2515.435791
20, 1, 0, 717.202332
266, 1, 0, 9219.763672
162, 0, 0, 5932.495117
63, 1, 0, 2070.283936
309, 1, 0, 11991.622070
116, 1, 0, 3785.415527
114, 1, 0, 4844.664551
244, 1, 0, 8892.176758
128, 0, 0, 4638.868652
32, 0, 1, 1117.814209
186, 0, 0, 6894.048828
76, 0, 0, 2768.828613
289, 0, 0, 10414.365234
47, 0, 0, 1702.525513
120, 1, 0, 4728.863770
97, 0, 0, 3498.261963
46, 1, 0, 1681.285767
32, 0, 0, 1158.271362
159, 0, 0, 6218.807129
189, 0, 0, 6787.618652
281, 0, 0, 10222.880859
27, 0, 0, 1007.108643
46, 0, 0, 1814.218140
56, 1, 0, 2277.951172
340, 0, 0, 12326.184570
285, 0, 0, 12080.782227
198, 0, 0, 7112.849121
313, 1, 0, 11369.208984
77, 1, 0, 2787.907227
247, 1, 0, 9950.699219
274, 1, 0, 9861.231445
180, 0, 0, 6557.314453
358, 0, 0, 13022.064453
354, 0, 0, 12730.740234
1, 0, 0, 34.982929
70, 0, 0, 2352.960449
319, 0, 0, 11095.244141
142, 1, 0, 5215.823730
247, 1, 0, 8328.402344
42, 1, 0, 1518.737427
151, 1, 0, 5959.591309
41, 0, 0, 1314.273926
251, 0, 0, 9030.539062
351, 0, 0, 11323.643555
260, 1, 0, 9428.750977
98, 1, 0, 3542.288086
196, 1, 0, 7027.147461
111, 1, 0, 3983.876221
4, 1, 0, 161.171005
138, 1, 0, 5443.505859
342, 1, 0, 12384.479492
177, 1, 0, 6984.342773
264, 1, 0, 9464.609375
287, 1, 0, 9204.923828
304, 0, 0, 11522.617188
167, 1, 0, 5860.901855
160, 0, 0, 5918.651855
123, 1, 0, 4532.997559
111, 0, 0, 4027.343262
